place_name,rows,avg_rating,sentiment_distribution
香葉泰式料理餐廳,20,4.05,"{'positive': 16, 'negative': 4}"
香連鐵板料理,20,3.8,"{'positive': 14, 'negative': 6}"
馬友友印度廚房 - 基隆路,20,4.6,"{'positive': 18, 'negative': 2}"
馬友友印度廚房 - 民生東路,20,4.85,"{'positive': 19, 'negative': 1}"
馬可波羅義大利餐廳 - 台北遠東香格里拉,20,4.9,{'positive': 20}
馬祖麵館（台大118巷店）,20,4.2,"{'positive': 16, 'negative': 4}"
馮記私廚,13,4.461538461538462,"{'positive': 12, 'negative': 1}"
驛站熱炒,20,4.35,"{'positive': 17, 'negative': 3}"
驥園川菜餐廳,20,4.15,"{'positive': 17, 'negative': 3}"
高句麗,20,3.7,"{'positive': 12, 'negative': 8}"
高和食堂,20,4.45,"{'positive': 19, 'negative': 1}"
高雄五福扁食 K.H.Wufu 大直店,20,3.85,"{'positive': 13, 'negative': 7}"
高雄黑輪大王,20,3.55,"{'positive': 12, 'negative': 8}"
鬍鬚張iPLUS+(台北民生店),20,3.55,"{'positive': 11, 'negative': 9}"
鬍鬚張魯肉飯 台北大安店,20,3.95,"{'positive': 15, 'negative': 5}"
鬍鬚張魯肉飯 台北華山店,20,3.65,"{'positive': 12, 'negative': 8}"
魚多甜輔大店,20,3.75,"{'positive': 11, 'negative': 9}"
魚玄機(JJ's CAFE),11,4.909090909090909,{'positive': 11}
魚玄雞小館 - 除夕外帶年菜 熱烈預購中 『過年初一至初四 公休!!!』,20,4.3,"{'positive': 17, 'negative': 3}"
魚韻日式料理,20,4.45,"{'positive': 18, 'negative': 2}"
鮨 をう,20,4.25,"{'positive': 16, 'negative': 4}"
鮨佐樂,20,3.95,"{'positive': 14, 'negative': 6}"
鮮來大安站那邊,13,4.153846153846154,"{'positive': 10, 'negative': 3}"
鮮湘記,20,4.05,"{'positive': 16, 'negative': 4}"
鱘鱻小館,20,4.65,"{'positive': 19, 'negative': 1}"
鱷吐司 A Toast,40,4.225,"{'positive': 33, 'negative': 7}"
鳥人拉麵-台灣總店TOTTO Ramen,20,3.7,"{'positive': 12, 'negative': 8}"
鳥以花香,20,4.7,"{'positive': 19, 'negative': 1}"
鳳城燒臘粵菜,60,3.8666666666666667,"{'positive': 45, 'negative': 15}"
鳳海雞粥,20,3.8,"{'positive': 13, 'negative': 7}"
鴻記石鍋,20,4.55,"{'positive': 18, 'negative': 2}"
鹿境早午餐 Arrival Brunch & Cafe - 早午餐推薦 ｜ 餐廳 ｜小巨蛋早午餐 ｜ 包場 ｜ 法式吐司 ｜ 漢堡｜小巨蛋早午餐｜台北早午餐推薦,20,4.65,"{'positive': 19, 'negative': 1}"
麒雲餐酒藝術餐廳,20,4.65,"{'positive': 19, 'negative': 1}"
麗如小吃店,20,4.25,"{'positive': 16, 'negative': 4}"
麥味登 北市敦北店(222巷),20,3.55,"{'positive': 11, 'negative': 9}"
麥味登 文山政大店,20,4.6,"{'positive': 18, 'negative': 2}"
麥當勞-台北動物園三餐廳,20,2.7,"{'negative': 13, 'positive': 7}"
麥當勞-台北民生餐廳,20,3.8,"{'positive': 13, 'negative': 7}"
麥當勞-台北興隆餐廳,20,2.15,"{'negative': 15, 'positive': 5}"
麥當勞-台北館前餐廳,20,2.8,"{'negative': 11, 'positive': 9}"
麥當勞-忠孝五餐廳,20,2.45,"{'negative': 14, 'positive': 6}"
麥當勞-新台北101餐廳,20,3.15,"{'positive': 10, 'negative': 10}"
麥當勞-林森二餐廳,20,3.2,"{'positive': 13, 'negative': 7}"
麥香園手工披薩,20,4.65,"{'positive': 19, 'negative': 1}"
麵屋三郎,20,3.55,"{'positive': 13, 'negative': 7}"
麵屋技庵,20,4.8,{'positive': 20}
麵屋武藏 本店,20,4.0,"{'positive': 15, 'negative': 5}"
麻煮迷你石鍋燒 - 公館店,40,4.425,"{'positive': 34, 'negative': 6}"
黃老爹鍋燒麵,7,4.571428571428571,"{'positive': 6, 'negative': 1}"
黃金麵線,20,4.45,"{'positive': 18, 'negative': 2}"
黑客滷味,7,4.285714285714286,"{'positive': 6, 'negative': 1}"
黑小黑串燒熱炒大安店 串燒吃到飽,20,3.1,"{'negative': 13, 'positive': 7}"
黑輪担,20,4.4,{'positive': 20}
點水樓 懷寧店,20,3.3,"{'positive': 12, 'negative': 8}"
鼎元豆漿,20,4.4,"{'positive': 18, 'negative': 2}"
鼎川霖鍋物 敦北店,20,5.0,{'positive': 20}
鼎旺麻辣鍋一店251號,20,4.4,"{'positive': 18, 'negative': 2}"
鼎旺麻辣鍋二店229號,20,4.7,{'positive': 20}
鼎泰豐 101店,20,4.7,"{'positive': 19, 'negative': 1}"
鼎泰豐 A13店,20,4.6,"{'positive': 19, 'negative': 1}"
鼎泰豐 信義店,20,4.15,"{'positive': 17, 'negative': 3}"
鼎泰豐 復興店,20,4.75,"{'positive': 19, 'negative': 1}"
鼎泰豐 新生店,20,4.85,{'positive': 20}
龍割烹Ryu kappou,20,4.65,"{'positive': 18, 'negative': 2}"
龍華燒腊,20,4.1,"{'positive': 15, 'negative': 5}"
龍門客棧餃子館 (林森店),20,3.55,"{'positive': 13, 'negative': 7}"
龐家肉羹,20,4.25,"{'positive': 15, 'negative': 5}"
（百花台）R9 Café,20,3.4,"{'positive': 11, 'negative': 9}"
